"Date","Province","HA","HSDA","Cases_Reported","Cases_Reported_Smoothed"
2020-02-18,"BC","Fraser","Unknown",0,0
2020-02-18,"BC","Interior","All",1,0.14
2020-02-18,"BC","Interior","East Kootenay",0,0
2020-02-18,"BC","Interior","Kootenay Boundary",0,0
2020-02-18,"BC","Interior","Okanagan",1,0.14
2020-02-18,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-18,"BC","Northern","All",0,0
2020-02-18,"BC","Northern","Northeast",0,0
2020-02-18,"BC","Northern","Northern Interior",0,0
2020-02-18,"BC","Northern","Northwest",0,0
2020-02-18,"BC","Vancouver Coastal","All",0,0
2020-02-18,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-18,"BC","Vancouver Coastal","Richmond",0,0
2020-02-18,"BC","Vancouver Coastal","Unknown",0,0
2020-02-18,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-18,"BC","Vancouver Island","All",0,0
2020-02-18,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-18,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-18,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-18,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-19,"BC","All","All",0,0.14
2020-02-19,"BC","Fraser","All",0,0
2020-02-19,"BC","Fraser","Fraser East",0,0
2020-02-19,"BC","Fraser","Fraser North",0,0
2020-02-19,"BC","Fraser","Fraser South",0,0
2020-02-19,"BC","Fraser","Unknown",0,0
2020-02-19,"BC","Interior","All",0,0.14
2020-02-19,"BC","Interior","East Kootenay",0,0
2020-02-19,"BC","Interior","Kootenay Boundary",0,0
2020-02-19,"BC","Interior","Okanagan",0,0.14
2020-02-19,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-19,"BC","Northern","All",0,0
2020-02-19,"BC","Northern","Northeast",0,0
2020-02-19,"BC","Northern","Northern Interior",0,0
2020-02-19,"BC","Northern","Northwest",0,0
2020-02-19,"BC","Vancouver Coastal","All",0,0
2020-02-19,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-19,"BC","Vancouver Coastal","Richmond",0,0
2020-02-19,"BC","Vancouver Coastal","Unknown",0,0
2020-02-19,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-19,"BC","Vancouver Island","All",0,0
2020-02-19,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-19,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-19,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-19,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-20,"BC","All","All",0,0.14
2020-02-20,"BC","Fraser","All",0,0
2020-02-20,"BC","Fraser","Fraser East",0,0
2020-02-20,"BC","Fraser","Fraser North",0,0
2020-02-20,"BC","Fraser","Fraser South",0,0
2020-02-20,"BC","Fraser","Unknown",0,0
2020-02-20,"BC","Interior","All",0,0.14
2020-02-20,"BC","Interior","East Kootenay",0,0
2020-02-20,"BC","Interior","Kootenay Boundary",0,0
2020-02-20,"BC","Interior","Okanagan",0,0.14
2020-02-20,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-20,"BC","Northern","All",0,0
2020-02-20,"BC","Northern","Northeast",0,0
2020-02-20,"BC","Northern","Northern Interior",0,0
2020-02-20,"BC","Northern","Northwest",0,0
2020-02-20,"BC","Vancouver Coastal","All",0,0
2020-02-20,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-20,"BC","Vancouver Coastal","Richmond",0,0
2020-02-20,"BC","Vancouver Coastal","Unknown",0,0
2020-02-20,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-20,"BC","Vancouver Island","All",0,0
2020-02-20,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-20,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-20,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-20,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-21,"BC","All","All",0,0.14
2020-02-21,"BC","Fraser","All",0,0
2020-02-21,"BC","Fraser","Fraser East",0,0
2020-02-21,"BC","Fraser","Fraser North",0,0
2020-02-21,"BC","Fraser","Fraser South",0,0
2020-02-21,"BC","Fraser","Unknown",0,0
2020-02-21,"BC","Interior","All",0,0.14
2020-02-21,"BC","Interior","East Kootenay",0,0
2020-02-21,"BC","Interior","Kootenay Boundary",0,0
2020-02-21,"BC","Interior","Okanagan",0,0.14
2020-02-21,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-21,"BC","Northern","All",0,0
2020-02-21,"BC","Northern","Northeast",0,0
2020-02-21,"BC","Northern","Northern Interior",0,0
2020-02-21,"BC","Northern","Northwest",0,0
2020-02-21,"BC","Vancouver Coastal","All",0,0
2020-02-21,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-21,"BC","Vancouver Coastal","Richmond",0,0
2020-02-21,"BC","Vancouver Coastal","Unknown",0,0
2020-02-21,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-21,"BC","Vancouver Island","All",0,0
2020-02-21,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-21,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-21,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-21,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-22,"BC","All","All",0,0.14
2020-02-22,"BC","Fraser","All",0,0
2020-02-22,"BC","Fraser","Fraser East",0,0
2020-02-22,"BC","Fraser","Fraser North",0,0
2020-02-22,"BC","Fraser","Fraser South",0,0
2020-02-22,"BC","Fraser","Unknown",0,0
2020-02-22,"BC","Interior","All",0,0.14
2020-02-22,"BC","Interior","East Kootenay",0,0
2020-02-22,"BC","Interior","Kootenay Boundary",0,0
2020-02-22,"BC","Interior","Okanagan",0,0.14
2020-02-22,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-22,"BC","Northern","All",0,0
2020-02-22,"BC","Northern","Northeast",0,0
2020-02-22,"BC","Northern","Northern Interior",0,0
2020-02-22,"BC","Northern","Northwest",0,0
2020-02-22,"BC","Vancouver Coastal","All",0,0
2020-02-22,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-22,"BC","Vancouver Coastal","Richmond",0,0
2020-02-22,"BC","Vancouver Coastal","Unknown",0,0
2020-02-22,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-22,"BC","Vancouver Island","All",0,0
2020-02-22,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-22,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-22,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-22,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-23,"BC","All","All",0,0.14
2020-02-23,"BC","Fraser","All",0,0
2020-02-23,"BC","Fraser","Fraser East",0,0
2020-02-23,"BC","Fraser","Fraser North",0,0
2020-02-23,"BC","Fraser","Fraser South",0,0
2020-02-23,"BC","Fraser","Unknown",0,0
2020-02-23,"BC","Interior","All",0,0.14
2020-02-23,"BC","Interior","East Kootenay",0,0
2020-02-23,"BC","Interior","Kootenay Boundary",0,0
2020-02-23,"BC","Interior","Okanagan",0,0.14
2020-02-23,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-23,"BC","Northern","All",0,0
2020-02-23,"BC","Northern","Northeast",0,0
2020-02-23,"BC","Northern","Northern Interior",0,0
2020-02-23,"BC","Northern","Northwest",0,0
2020-02-23,"BC","Vancouver Coastal","All",0,0
2020-02-23,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-23,"BC","Vancouver Coastal","Richmond",0,0
2020-02-23,"BC","Vancouver Coastal","Unknown",0,0
2020-02-23,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-23,"BC","Vancouver Island","All",0,0
2020-02-23,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-23,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-23,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-23,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-24,"BC","All","All",2,0.43
2020-02-24,"BC","Fraser","All",2,0.29
2020-02-24,"BC","Fraser","Fraser East",0,0
2020-02-24,"BC","Fraser","Fraser North",2,0.29
2020-02-24,"BC","Fraser","Fraser South",0,0
2020-02-24,"BC","Fraser","Unknown",0,0
2020-02-24,"BC","Interior","All",0,0.14
2020-02-24,"BC","Interior","East Kootenay",0,0
2020-02-24,"BC","Interior","Kootenay Boundary",0,0
2020-02-24,"BC","Interior","Okanagan",0,0.14
2020-02-24,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-24,"BC","Northern","All",0,0
2020-02-24,"BC","Northern","Northeast",0,0
2020-02-24,"BC","Northern","Northern Interior",0,0
2020-02-24,"BC","Northern","Northwest",0,0
2020-02-24,"BC","Vancouver Coastal","All",0,0
2020-02-24,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-24,"BC","Vancouver Coastal","Richmond",0,0
2020-02-24,"BC","Vancouver Coastal","Unknown",0,0
2020-02-24,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-24,"BC","Vancouver Island","All",0,0
2020-02-24,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-24,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-24,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-24,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-25,"BC","All","All",0,0.29
2020-02-25,"BC","Fraser","All",0,0.29
2020-02-25,"BC","Fraser","Fraser East",0,0
2020-02-25,"BC","Fraser","Fraser North",0,0.29
2020-02-25,"BC","Fraser","Fraser South",0,0
2020-02-25,"BC","Fraser","Unknown",0,0
2020-02-25,"BC","Interior","All",0,0
2020-02-25,"BC","Interior","East Kootenay",0,0
2020-02-25,"BC","Interior","Kootenay Boundary",0,0
2020-02-25,"BC","Interior","Okanagan",0,0
2020-02-25,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-25,"BC","Northern","All",0,0
2020-02-25,"BC","Northern","Northeast",0,0
2020-02-25,"BC","Northern","Northern Interior",0,0
2020-02-25,"BC","Northern","Northwest",0,0
2020-02-25,"BC","Vancouver Coastal","All",0,0
2020-02-25,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-25,"BC","Vancouver Coastal","Richmond",0,0
2020-02-25,"BC","Vancouver Coastal","Unknown",0,0
2020-02-25,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-25,"BC","Vancouver Island","All",0,0
2020-02-25,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-25,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-25,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-25,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-26,"BC","All","All",0,0.29
2020-02-26,"BC","Fraser","All",0,0.29
2020-02-26,"BC","Fraser","Fraser East",0,0
2020-02-26,"BC","Fraser","Fraser North",0,0.29
2020-02-26,"BC","Fraser","Fraser South",0,0
2020-02-26,"BC","Fraser","Unknown",0,0
2020-02-26,"BC","Interior","All",0,0
2020-02-26,"BC","Interior","East Kootenay",0,0
2020-02-26,"BC","Interior","Kootenay Boundary",0,0
2020-02-26,"BC","Interior","Okanagan",0,0
2020-02-26,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-26,"BC","Northern","All",0,0
2020-02-26,"BC","Northern","Northeast",0,0
2020-02-26,"BC","Northern","Northern Interior",0,0
2020-02-26,"BC","Northern","Northwest",0,0
2020-02-26,"BC","Vancouver Coastal","All",0,0
2020-02-26,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-26,"BC","Vancouver Coastal","Richmond",0,0
2020-02-26,"BC","Vancouver Coastal","Unknown",0,0
2020-02-26,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-26,"BC","Vancouver Island","All",0,0
2020-02-26,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-26,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-26,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-26,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-27,"BC","All","All",0,0.29
2020-02-27,"BC","Fraser","All",0,0.29
2020-02-27,"BC","Fraser","Fraser East",0,0
2020-02-27,"BC","Fraser","Fraser North",0,0.29
2020-02-27,"BC","Fraser","Fraser South",0,0
2020-02-27,"BC","Fraser","Unknown",0,0
2020-02-27,"BC","Interior","All",0,0
2020-02-27,"BC","Interior","East Kootenay",0,0
2020-02-27,"BC","Interior","Kootenay Boundary",0,0
2020-02-27,"BC","Interior","Okanagan",0,0
2020-02-27,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-27,"BC","Northern","All",0,0
2020-02-27,"BC","Northern","Northeast",0,0
2020-02-27,"BC","Northern","Northern Interior",0,0
2020-02-27,"BC","Northern","Northwest",0,0
2020-02-27,"BC","Vancouver Coastal","All",0,0
2020-02-27,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-27,"BC","Vancouver Coastal","Richmond",0,0
2020-02-27,"BC","Vancouver Coastal","Unknown",0,0
2020-02-27,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-27,"BC","Vancouver Island","All",0,0
2020-02-27,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-27,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-27,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-27,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-28,"BC","All","All",0,0.29
2020-02-28,"BC","Fraser","All",0,0.29
2020-02-28,"BC","Fraser","Fraser East",0,0
2020-02-28,"BC","Fraser","Fraser North",0,0.29
2020-02-28,"BC","Fraser","Fraser South",0,0
2020-02-28,"BC","Fraser","Unknown",0,0
2020-02-28,"BC","Interior","All",0,0
2020-02-28,"BC","Interior","East Kootenay",0,0
2020-02-28,"BC","Interior","Kootenay Boundary",0,0
2020-02-28,"BC","Interior","Okanagan",0,0
2020-02-28,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-28,"BC","Northern","All",0,0
2020-02-28,"BC","Northern","Northeast",0,0
2020-02-28,"BC","Northern","Northern Interior",0,0
2020-02-28,"BC","Northern","Northwest",0,0
2020-02-28,"BC","Vancouver Coastal","All",0,0
2020-02-28,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-28,"BC","Vancouver Coastal","Richmond",0,0
2020-02-28,"BC","Vancouver Coastal","Unknown",0,0
2020-02-28,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-28,"BC","Vancouver Island","All",0,0
2020-02-28,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-28,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-28,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-28,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-02-29,"BC","All","All",0,0.29
2020-02-29,"BC","Fraser","All",0,0.29
2020-02-29,"BC","Fraser","Fraser East",0,0
2020-02-29,"BC","Fraser","Fraser North",0,0.29
2020-02-29,"BC","Fraser","Fraser South",0,0
2020-02-29,"BC","Fraser","Unknown",0,0
2020-02-29,"BC","Interior","All",0,0
2020-02-29,"BC","Interior","East Kootenay",0,0
2020-02-29,"BC","Interior","Kootenay Boundary",0,0
2020-02-29,"BC","Interior","Okanagan",0,0
2020-02-29,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-02-29,"BC","Northern","All",0,0
2020-02-29,"BC","Northern","Northeast",0,0
2020-02-29,"BC","Northern","Northern Interior",0,0
2020-02-29,"BC","Northern","Northwest",0,0
2020-02-29,"BC","Vancouver Coastal","All",0,0
2020-02-29,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-02-29,"BC","Vancouver Coastal","Richmond",0,0
2020-02-29,"BC","Vancouver Coastal","Unknown",0,0
2020-02-29,"BC","Vancouver Coastal","Vancouver",0,0
2020-02-29,"BC","Vancouver Island","All",0,0
2020-02-29,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-02-29,"BC","Vancouver Island","North Vancouver Island",0,0
2020-02-29,"BC","Vancouver Island","South Vancouver Island",0,0
2020-02-29,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-03-01,"BC","All","All",0,0.29
2020-03-01,"BC","Fraser","All",0,0.29
2020-03-01,"BC","Fraser","Fraser East",0,0
2020-03-01,"BC","Fraser","Fraser North",0,0.29
2020-03-01,"BC","Fraser","Fraser South",0,0
2020-03-01,"BC","Fraser","Unknown",0,0
2020-03-01,"BC","Interior","All",0,0
2020-03-01,"BC","Interior","East Kootenay",0,0
2020-03-01,"BC","Interior","Kootenay Boundary",0,0
2020-03-01,"BC","Interior","Okanagan",0,0
2020-03-01,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-03-01,"BC","Northern","All",0,0
2020-03-01,"BC","Northern","Northeast",0,0
2020-03-01,"BC","Northern","Northern Interior",0,0
2020-03-01,"BC","Northern","Northwest",0,0
2020-03-01,"BC","Vancouver Coastal","All",0,0
2020-03-01,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-03-01,"BC","Vancouver Coastal","Richmond",0,0
2020-03-01,"BC","Vancouver Coastal","Unknown",0,0
2020-03-01,"BC","Vancouver Coastal","Vancouver",0,0
2020-03-01,"BC","Vancouver Island","All",0,0
2020-03-01,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-03-01,"BC","Vancouver Island","North Vancouver Island",0,0
2020-03-01,"BC","Vancouver Island","South Vancouver Island",0,0
2020-03-01,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-03-02,"BC","All","All",0,0
2020-03-02,"BC","Fraser","All",0,0
2020-03-02,"BC","Fraser","Fraser East",0,0
2020-03-02,"BC","Fraser","Fraser North",0,0
2020-03-02,"BC","Fraser","Fraser South",0,0
2020-03-02,"BC","Fraser","Unknown",0,0
2020-03-02,"BC","Interior","All",0,0
2020-03-02,"BC","Interior","East Kootenay",0,0
2020-03-02,"BC","Interior","Kootenay Boundary",0,0
2020-03-02,"BC","Interior","Okanagan",0,0
2020-03-02,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-03-02,"BC","Northern","All",0,0
2020-03-02,"BC","Northern","Northeast",0,0
2020-03-02,"BC","Northern","Northern Interior",0,0
2020-03-02,"BC","Northern","Northwest",0,0
2020-03-02,"BC","Vancouver Coastal","All",0,0
2020-03-02,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0
2020-03-02,"BC","Vancouver Coastal","Richmond",0,0
2020-03-02,"BC","Vancouver Coastal","Unknown",0,0
2020-03-02,"BC","Vancouver Coastal","Vancouver",0,0
2020-03-02,"BC","Vancouver Island","All",0,0
2020-03-02,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-03-02,"BC","Vancouver Island","North Vancouver Island",0,0
2020-03-02,"BC","Vancouver Island","South Vancouver Island",0,0
2020-03-02,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-03-03,"BC","All","All",5,0.71
2020-03-03,"BC","Fraser","All",1,0.14
2020-03-03,"BC","Fraser","Fraser East",0,0
2020-03-03,"BC","Fraser","Fraser North",1,0.14
2020-03-03,"BC","Fraser","Fraser South",0,0
2020-03-03,"BC","Fraser","Unknown",0,0
2020-03-03,"BC","Interior","All",0,0
2020-03-03,"BC","Interior","East Kootenay",0,0
2020-03-03,"BC","Interior","Kootenay Boundary",0,0
2020-03-03,"BC","Interior","Okanagan",0,0
2020-03-03,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-03-03,"BC","Northern","All",0,0
2020-03-03,"BC","Northern","Northeast",0,0
2020-03-03,"BC","Northern","Northern Interior",0,0
2020-03-03,"BC","Northern","Northwest",0,0
2020-03-03,"BC","Vancouver Coastal","All",4,0.57
2020-03-03,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",1,0.14
2020-03-03,"BC","Vancouver Coastal","Richmond",0,0
2020-03-03,"BC","Vancouver Coastal","Unknown",0,0
2020-03-03,"BC","Vancouver Coastal","Vancouver",3,0.43
2020-03-03,"BC","Vancouver Island","All",0,0
2020-03-03,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-03-03,"BC","Vancouver Island","North Vancouver Island",0,0
2020-03-03,"BC","Vancouver Island","South Vancouver Island",0,0
2020-03-03,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-03-04,"BC","All","All",0,0.71
2020-03-04,"BC","Fraser","All",0,0.14
2020-03-04,"BC","Fraser","Fraser East",0,0
2020-03-04,"BC","Fraser","Fraser North",0,0.14
2020-03-04,"BC","Fraser","Fraser South",0,0
2020-03-04,"BC","Fraser","Unknown",0,0
2020-03-04,"BC","Interior","All",0,0
2020-03-04,"BC","Interior","East Kootenay",0,0
2020-03-04,"BC","Interior","Kootenay Boundary",0,0
2020-03-04,"BC","Interior","Okanagan",0,0
2020-03-04,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-03-04,"BC","Northern","All",0,0
2020-03-04,"BC","Northern","Northeast",0,0
2020-03-04,"BC","Northern","Northern Interior",0,0
2020-03-04,"BC","Northern","Northwest",0,0
2020-03-04,"BC","Vancouver Coastal","All",0,0.57
2020-03-04,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",0,0.14
2020-03-04,"BC","Vancouver Coastal","Richmond",0,0
2020-03-04,"BC","Vancouver Coastal","Unknown",0,0
2020-03-04,"BC","Vancouver Coastal","Vancouver",0,0.43
2020-03-04,"BC","Vancouver Island","All",0,0
2020-03-04,"BC","Vancouver Island","Central Vancouver Island",0,0
2020-03-04,"BC","Vancouver Island","North Vancouver Island",0,0
2020-03-04,"BC","Vancouver Island","South Vancouver Island",0,0
2020-03-04,"Out of Canada","Out of Canada","Out of Canada",0,0
2020-03-05,"BC","All","All",5,1.43
2020-03-05,"BC","Fraser","All",1,0.29
2020-03-05,"BC","Fraser","Fraser East",0,0
2020-03-05,"BC","Fraser","Fraser North",0,0.14
2020-03-05,"BC","Fraser","Fraser South",1,0.14
2020-03-05,"BC","Fraser","Unknown",0,0
2020-03-05,"BC","Interior","All",0,0
2020-03-05,"BC","Interior","East Kootenay",0,0
2020-03-05,"BC","Interior","Kootenay Boundary",0,0
2020-03-05,"BC","Interior","Okanagan",0,0
2020-03-05,"BC","Interior","Thompson Cariboo Shuswap",0,0
2020-03-05,"BC","Northern","All",0,0
2020-03-05,"BC","Northern","Northeast",0,0
2020-03-05,"BC","Northern","Northern Interior",0,0
2020-03-05,"BC","Northern","Northwest",0,0
2020-03-05,"BC","Vancouver Coastal","All",4,1.14
2020-03-05,"BC","Vancouver Coastal","North Shore/Coast Garibaldi",2,0.43
2020-03-05,"BC","Vancouver Coastal","Richmond",0,0
2020-03-05,"BC","Vancouver Coastal","Unknown",0,0
